geo,xora,proorismos,proorismos_onoma,imerominia,evro_ana_taxidi,evro_ana_nyxta,nyxtes_ana_taxidi,kratos_melos,xora_krisis,einai_ellada,einai_ee,omada_xrwmatos
DK,Δανία,FOR,Εξωτερικό,2017-01-01,1307.84,184.63,7.1,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2018-01-01,1512.69,195.44,7.7,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2019-01-01,985.96,133.21,7.4,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2020-01-01,964.55,106.92,9.0,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2021-01-01,845.0,112.22,7.5,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2022-01-01,906.15,118.45,7.6,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2023-01-01,1038.32,138.44,7.5,True,False,False,False,Υπόλοιπες
DK,Δανία,FOR,Εξωτερικό,2024-01-01,707.3,100.81,7.0,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2012-01-01,357.35,54.64,6.5,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2013-01-01,458.96,66.6,6.9,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2014-01-01,432.67,65.68,6.6,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2015-01-01,535.53,70.13,7.6,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2016-01-01,514.23,76.78,6.7,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2017-01-01,593.19,88.26,6.7,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2018-01-01,740.76,111.79,6.6,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2019-01-01,822.89,127.2,6.5,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2020-01-01,915.61,129.17,7.1,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2021-01-01,839.92,109.57,7.7,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2022-01-01,1008.52,155.07,6.5,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2023-01-01,1035.94,160.96,6.4,True,False,False,False,Υπόλοιπες
EE,Εσθονία,FOR,Εξωτερικό,2024-01-01,1091.23,153.87,7.1,True,False,False,False,Υπόλοιπες
EL,Ελλάδα,FOR,Εξωτερικό,2012-01-01,419.14,43.12,9.7,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2013-01-01,575.35,41.39,13.9,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2014-01-01,517.46,46.43,11.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2015-01-01,501.83,48.56,10.3,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2016-01-01,593.9,54.08,11.0,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2017-01-01,580.06,62.2,9.3,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2018-01-01,567.32,64.99,8.7,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2019-01-01,610.62,67.13,9.1,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2020-01-01,611.89,50.32,12.2,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2021-01-01,595.78,54.86,10.9,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2022-01-01,798.26,80.86,9.9,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2023-01-01,824.35,89.38,9.2,True,True,True,False,Ελλάδα
EL,Ελλάδα,FOR,Εξωτερικό,2024-01-01,841.11,107.5,7.8,True,True,True,False,Ελλάδα
ES,Ισπανία,FOR,Εξωτερικό,2012-01-01,664.9,71.75,9.3,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2013-01-01,751.56,78.01,9.6,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2014-01-01,735.9,79.53,9.3,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2015-01-01,823.59,91.94,9.0,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2016-01-01,857.49,96.48,8.9,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2017-01-01,848.09,104.79,8.1,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2018-01-01,850.23,108.63,7.8,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2019-01-01,815.58,113.12,7.2,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2020-01-01,681.51,82.0,8.3,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2021-01-01,750.88,79.02,9.5,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2022-01-01,937.94,108.49,8.6,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2023-01-01,1011.4,121.19,8.3,True,True,False,False,Υπόλοιπες
ES,Ισπανία,FOR,Εξωτερικό,2024-01-01,1035.09,125.84,8.2,True,True,False,False,Υπόλοιπες
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2012-01-01,727.98,85.85,8.5,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2013-01-01,745.43,87.13,8.6,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2014-01-01,723.56,84.31,8.6,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2015-01-01,719.48,86.1,8.4,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2016-01-01,731.48,88.26,8.3,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2017-01-01,857.49,102.75,8.3,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2018-01-01,896.75,109.99,8.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2019-01-01,859.51,104.97,8.2,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2020-01-01,721.92,82.74,8.7,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2021-01-01,816.92,91.78,8.9,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2022-01-01,946.44,112.16,8.4,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2023-01-01,994.97,122.4,8.1,False,False,False,True,ΕΕ27
EU27_2020,Ευρωπαϊκή Ένωση (27),FOR,Εξωτερικό,2024-01-01,1036.38,127.79,8.1,False,False,False,True,ΕΕ27
FI,Φινλανδία,FOR,Εξωτερικό,2012-01-01,824.25,133.12,6.2,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2013-01-01,819.92,133.61,6.1,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2014-01-01,833.37,139.53,6.0,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2015-01-01,804.07,137.65,5.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2016-01-01,806.16,138.58,5.8,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2017-01-01,820.13,131.94,6.2,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2018-01-01,859.7,134.51,6.4,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2019-01-01,838.57,114.18,7.3,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2020-01-01,967.17,77.16,12.5,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2021-01-01,824.99,79.56,10.4,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2022-01-01,977.55,116.92,8.4,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2023-01-01,1049.88,126.3,8.3,True,False,False,False,Υπόλοιπες
FI,Φινλανδία,FOR,Εξωτερικό,2024-01-01,1099.35,127.85,8.6,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2012-01-01,963.46,106.62,9.0,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2013-01-01,981.98,106.71,9.2,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2014-01-01,982.71,107.64,9.1,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2015-01-01,954.0,107.3,8.9,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2016-01-01,1011.54,112.68,9.0,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2017-01-01,1020.5,122.62,8.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2018-01-01,1004.69,123.9,8.1,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2019-01-01,1024.91,123.62,8.3,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2020-01-01,873.37,114.26,7.6,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2021-01-01,926.97,115.56,8.0,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2022-01-01,1024.2,137.73,7.4,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2023-01-01,1100.16,148.99,7.4,True,False,False,False,Υπόλοιπες
FR,Γαλλία,FOR,Εξωτερικό,2024-01-01,1108.11,151.86,7.3,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2012-01-01,324.68,53.34,6.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2013-01-01,359.93,50.37,7.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2014-01-01,360.37,56.76,6.3,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2015-01-01,396.9,53.14,7.5,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2016-01-01,361.84,69.74,5.2,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2017-01-01,399.11,64.81,6.2,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2018-01-01,413.89,74.53,5.6,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2019-01-01,365.73,72.42,5.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2020-01-01,449.25,51.43,8.7,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2021-01-01,397.14,43.84,9.1,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2022-01-01,420.76,81.44,5.2,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2023-01-01,468.99,85.84,5.5,True,False,False,False,Υπόλοιπες
HR,Κροατία,FOR,Εξωτερικό,2024-01-01,548.98,104.6,5.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2012-01-01,286.46,48.73,5.9,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2013-01-01,286.04,48.49,5.9,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2014-01-01,310.53,54.13,5.7,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2015-01-01,283.88,53.61,5.3,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2016-01-01,283.28,56.68,5.0,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2017-01-01,294.79,61.06,4.8,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2018-01-01,272.35,58.48,4.7,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2019-01-01,270.12,51.54,5.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2020-01-01,223.65,47.3,4.7,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2021-01-01,267.62,51.0,5.2,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2022-01-01,330.93,62.73,5.3,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2023-01-01,490.84,87.91,5.6,True,False,False,False,Υπόλοιπες
HU,Ουγγαρία,FOR,Εξωτερικό,2024-01-01,474.41,89.25,5.3,True,False,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2012-01-01,789.36,95.52,8.3,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2013-01-01,782.74,95.04,8.2,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2014-01-01,816.38,99.07,8.2,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2015-01-01,829.44,106.03,7.8,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2016-01-01,822.36,106.1,7.8,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2017-01-01,816.24,112.49,7.3,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2018-01-01,830.73,114.43,7.3,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2019-01-01,866.02,118.49,7.3,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2020-01-01,772.3,115.78,6.7,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2021-01-01,757.33,105.05,7.2,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2022-01-01,912.75,132.59,6.9,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2023-01-01,952.91,149.76,6.4,True,True,False,False,Υπόλοιπες
IE,Ιρλανδία,FOR,Εξωτερικό,2024-01-01,878.07,146.15,6.0,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2012-01-01,753.06,97.62,7.7,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2013-01-01,821.68,94.14,8.7,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2014-01-01,626.79,76.21,8.2,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2015-01-01,621.75,67.69,9.2,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2016-01-01,643.28,86.41,7.4,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2017-01-01,709.4,102.17,6.9,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2018-01-01,723.39,93.26,7.8,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2019-01-01,704.11,91.29,7.7,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2020-01-01,626.21,72.55,8.6,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2021-01-01,690.83,69.13,10.0,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2022-01-01,747.05,88.94,8.4,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2023-01-01,880.59,115.01,7.7,True,True,False,False,Υπόλοιπες
IT,Ιταλία,FOR,Εξωτερικό,2024-01-01,896.59,120.01,7.5,True,True,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2012-01-01,425.1,53.33,8.0,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2013-01-01,443.16,52.83,8.4,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2014-01-01,429.6,59.11,7.3,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2015-01-01,425.77,58.71,7.3,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2016-01-01,438.5,62.14,7.1,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2017-01-01,441.23,63.23,7.0,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2018-01-01,440.15,64.48,6.8,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2019-01-01,434.71,65.36,6.7,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2020-01-01,486.33,69.12,7.0,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2021-01-01,471.48,70.49,6.7,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2022-01-01,475.69,67.98,7.0,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2023-01-01,475.43,67.26,7.1,True,False,False,False,Υπόλοιπες
LT,Λιθουανία,FOR,Εξωτερικό,2024-01-01,487.41,67.99,7.2,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2012-01-01,733.55,97.9,7.5,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2013-01-01,725.87,101.4,7.2,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2014-01-01,761.36,112.45,6.8,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2015-01-01,747.6,107.2,7.0,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2016-01-01,770.58,105.97,7.3,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2017-01-01,752.21,99.18,7.6,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2018-01-01,786.83,112.07,7.0,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2019-01-01,928.14,134.98,6.9,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2020-01-01,797.89,97.31,8.2,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2021-01-01,947.67,116.55,8.1,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2022-01-01,1281.97,165.74,7.7,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2023-01-01,1225.67,169.86,7.2,True,False,False,False,Υπόλοιπες
LU,Λουξεμβούργο,FOR,Εξωτερικό,2024-01-01,1319.23,177.69,7.4,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2012-01-01,326.23,52.73,6.2,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2013-01-01,367.25,55.2,6.7,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2014-01-01,340.39,50.89,6.7,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2015-01-01,322.6,58.21,5.5,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2016-01-01,315.02,50.44,6.2,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2017-01-01,384.94,70.12,5.5,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2018-01-01,337.16,64.43,5.2,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2019-01-01,445.49,76.99,5.8,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2020-01-01,399.03,56.21,7.1,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2021-01-01,611.14,67.79,9.0,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2022-01-01,533.41,91.22,5.8,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2023-01-01,575.07,93.62,6.1,True,False,False,False,Υπόλοιπες
LV,Λετονία,FOR,Εξωτερικό,2024-01-01,557.12,102.78,5.4,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2012-01-01,1023.8,126.15,8.1,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2013-01-01,999.5,124.77,8.0,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2014-01-01,880.14,121.11,7.3,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2015-01-01,875.34,132.59,6.6,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2016-01-01,913.84,128.87,7.1,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2017-01-01,866.36,134.58,6.4,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2018-01-01,888.39,137.95,6.4,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2019-01-01,880.32,147.61,6.0,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2020-01-01,743.65,109.03,6.8,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2021-01-01,900.17,123.34,7.3,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2022-01-01,838.69,139.92,6.0,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2023-01-01,881.92,149.01,5.9,True,False,False,False,Υπόλοιπες
MT,Μάλτα,FOR,Εξωτερικό,2024-01-01,957.17,146.98,6.5,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2012-01-01,697.29,69.74,10.0,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2013-01-01,676.43,67.93,10.0,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2014-01-01,660.9,66.73,9.9,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2015-01-01,666.7,66.25,10.1,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2016-01-01,674.25,67.76,10.0,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2017-01-01,836.74,83.83,10.0,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2018-01-01,820.48,82.68,9.9,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2019-01-01,833.36,85.9,9.7,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2020-01-01,653.52,67.88,9.6,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2021-01-01,792.04,77.65,10.2,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2022-01-01,818.24,82.42,9.9,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2023-01-01,848.3,87.75,9.7,True,False,False,False,Υπόλοιπες
NL,Ολλανδία,FOR,Εξωτερικό,2024-01-01,929.51,98.65,9.4,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2012-01-01,710.26,73.51,9.7,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2013-01-01,611.32,71.0,8.6,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2014-01-01,472.84,46.33,10.2,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2015-01-01,484.81,53.29,9.1,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2016-01-01,494.19,52.71,9.4,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2017-01-01,540.43,53.55,10.1,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2018-01-01,563.21,58.67,9.6,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2019-01-01,568.63,56.99,10.0,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2020-01-01,535.33,52.44,10.2,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2021-01-01,547.14,51.45,10.6,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2022-01-01,593.71,56.83,10.4,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2023-01-01,632.91,68.84,9.2,True,False,False,False,Υπόλοιπες
PL,Πολωνία,FOR,Εξωτερικό,2024-01-01,689.55,78.43,8.8,True,False,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2012-01-01,442.19,55.66,7.9,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2013-01-01,439.71,40.48,10.9,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2014-01-01,580.7,65.56,8.9,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2015-01-01,628.17,79.31,7.9,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2016-01-01,480.61,66.89,7.2,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2017-01-01,500.4,62.7,8.0,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2018-01-01,538.53,69.59,7.7,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2019-01-01,655.91,86.26,7.6,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2020-01-01,604.69,73.89,8.2,True,True,False,False,Υπόλοιπες
PT,Πορτογαλία,FOR,Εξωτερικό,2021-01-01,654.91,73.83,8.9,True,True,False,False,Υπόλοιπες
