geo,proorismos,evro_ana_taxidi,evro_ana_nyxta,taxidia_ana_katoiko,nyxtes_ana_katoiko,nyxtes_ana_taxidi,xora,kratos_melos,xora_krisis,einai_ellada,einai_ee,omada_xrwmatos,proorismos_onoma,imerominia
IT,DOM,318.14,50.94,0.72,4.48,6.2,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
IT,DOM,313.54,47.97,0.6,3.95,6.5,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
IT,DOM,247.8,45.46,0.62,3.36,5.5,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
IT,DOM,294.66,54.66,0.59,3.16,5.4,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
IT,DOM,301.05,57.96,0.7,3.63,5.2,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
IT,DOM,328.49,59.57,0.68,3.75,5.5,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
IT,DOM,296.49,58.93,0.79,3.98,5.0,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
IT,DOM,325.9,60.95,0.7,3.74,5.3,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
IT,DOM,342.05,58.13,0.45,2.67,5.9,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
IT,DOM,380.01,58.96,0.51,3.26,6.4,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
IT,DOM,381.34,63.71,0.59,3.55,6.0,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
IT,DOM,401.12,69.16,0.55,3.19,5.8,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
IT,DOM,420.07,68.89,0.5,3.07,6.1,Ιταλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
LT,DOM,46.39,16.58,0.74,2.06,2.8,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
LT,DOM,47.24,16.78,0.77,2.16,2.8,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
LT,DOM,50.43,18.53,0.79,2.15,2.7,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
LT,DOM,58.39,20.96,0.8,2.22,2.8,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
LT,DOM,65.1,23.17,0.77,2.17,2.8,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
LT,DOM,70.73,24.68,0.78,2.22,2.9,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
LT,DOM,72.9,25.69,0.82,2.32,2.8,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
LT,DOM,70.72,26.11,0.87,2.37,2.7,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
LT,DOM,83.19,32.71,0.76,1.93,2.5,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
LT,DOM,87.39,35.42,0.97,2.39,2.5,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
LT,DOM,102.7,45.27,1.12,2.53,2.3,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
LT,DOM,107.65,46.54,1.2,2.76,2.3,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
LT,DOM,104.4,45.76,1.41,3.22,2.3,Λιθουανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
LU,DOM,139.58,52.58,0.08,0.22,2.7,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
LU,DOM,186.25,90.69,0.1,0.2,2.1,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
LU,DOM,434.82,168.55,0.05,0.12,2.6,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
LU,DOM,477.8,111.39,0.04,0.15,4.3,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
LU,DOM,549.0,100.43,0.03,0.17,5.5,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
LU,DOM,213.47,47.45,0.05,0.25,4.5,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
LU,DOM,223.95,59.93,0.06,0.22,3.7,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
LU,DOM,265.03,88.97,0.05,0.14,3.0,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
LU,DOM,251.91,86.72,0.22,0.63,2.9,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
LU,DOM,261.0,65.6,0.23,0.92,4.0,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
LU,DOM,463.63,97.45,0.24,1.15,4.8,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
LU,DOM,379.33,107.35,0.29,1.01,3.5,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
LU,DOM,348.66,94.77,0.21,0.75,3.7,Λουξεμβούργο,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
LV,DOM,33.74,15.97,1.79,3.77,2.1,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
LV,DOM,38.87,16.94,1.5,3.44,2.3,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
LV,DOM,36.76,14.2,1.59,4.12,2.6,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
LV,DOM,39.28,17.78,1.46,3.22,2.2,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
LV,DOM,35.2,14.97,1.54,3.62,2.4,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
LV,DOM,42.23,17.66,1.47,3.52,2.4,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
LV,DOM,46.12,21.53,1.31,2.81,2.1,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
LV,DOM,54.2,23.86,1.29,2.93,2.3,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
LV,DOM,52.84,17.76,0.7,2.08,3.0,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
LV,DOM,66.94,24.5,1.25,3.42,2.7,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
LV,DOM,65.97,26.0,1.47,3.72,2.5,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
LV,DOM,71.56,29.8,1.51,3.63,2.4,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
LV,DOM,68.05,30.05,1.62,3.67,2.3,Λετονία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
MT,DOM,127.02,43.6,0.48,1.39,2.9,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
MT,DOM,122.74,49.69,0.44,1.08,2.5,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
MT,DOM,149.44,58.68,0.45,1.15,2.5,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
MT,DOM,145.95,53.08,0.45,1.24,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
MT,DOM,161.34,60.62,0.67,1.77,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
MT,DOM,165.83,60.38,0.54,1.49,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
MT,DOM,166.28,62.59,0.49,1.31,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
MT,DOM,169.17,63.83,0.45,1.19,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
MT,DOM,159.11,53.46,0.68,2.02,3.0,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
MT,DOM,177.03,62.88,0.72,2.03,2.8,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
MT,DOM,170.52,62.45,0.67,1.84,2.7,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
MT,DOM,158.55,64.64,0.78,1.91,2.5,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
MT,DOM,167.08,63.4,0.74,1.96,2.6,Μάλτα,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
NL,DOM,97.44,25.3,1.64,6.33,3.9,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
NL,DOM,103.27,26.8,1.48,5.69,3.9,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
NL,DOM,114.56,30.05,1.42,5.41,3.8,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
NL,DOM,125.32,31.7,1.37,5.41,4.0,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
NL,DOM,133.05,32.79,1.38,5.59,4.1,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
NL,DOM,138.33,33.28,1.35,5.61,4.2,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
NL,DOM,166.44,38.64,1.29,5.56,4.3,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
NL,DOM,148.49,34.98,1.33,5.63,4.2,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
NL,DOM,118.72,26.27,1.15,5.19,4.5,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
NL,DOM,199.7,52.34,1.73,6.62,3.8,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
NL,DOM,212.91,52.41,1.16,4.71,4.1,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
NL,DOM,223.31,54.52,1.17,4.8,4.1,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
NL,DOM,225.67,62.69,1.17,4.21,3.6,Ολλανδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
PL,DOM,190.25,40.58,1.01,4.75,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
PL,DOM,174.4,37.06,1.02,4.82,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
PL,DOM,103.06,22.14,0.98,4.55,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
PL,DOM,112.59,23.97,1.02,4.77,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
PL,DOM,117.2,24.99,1.11,5.21,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
PL,DOM,126.1,26.86,1.17,5.47,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
PL,DOM,133.89,28.21,1.21,5.75,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
PL,DOM,140.56,29.92,1.27,5.98,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
PL,DOM,142.2,29.71,0.99,4.76,4.8,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
PL,DOM,149.13,31.32,1.21,5.77,4.8,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
PL,DOM,169.91,36.35,1.36,6.34,4.7,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
PL,DOM,186.01,40.82,1.37,6.24,4.6,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
PL,DOM,210.74,46.58,1.39,6.27,4.5,Πολωνία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
PT,DOM,84.4,22.09,1.12,4.3,3.8,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
PT,DOM,79.8,18.04,1.21,5.35,4.4,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
PT,DOM,103.24,26.83,1.17,4.49,3.8,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
PT,DOM,112.61,29.91,1.25,4.7,3.8,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
PT,DOM,104.59,28.57,1.27,4.65,3.7,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
PT,DOM,113.06,30.95,1.4,5.12,3.7,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
PT,DOM,122.38,34.32,1.44,5.15,3.6,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
PT,DOM,134.66,37.21,1.59,5.77,3.6,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
PT,DOM,161.06,33.55,1.06,5.07,4.8,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
PT,DOM,174.52,38.53,1.25,5.65,4.5,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
PT,DOM,166.64,44.27,1.45,5.45,3.8,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
PT,DOM,167.12,44.99,1.45,5.38,3.7,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
PT,DOM,180.59,49.43,1.37,5.0,3.7,Πορτογαλία,True,True,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
RO,DOM,86.85,23.06,0.78,2.94,3.8,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
RO,DOM,88.5,24.24,0.81,2.96,3.7,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
RO,DOM,89.77,24.98,0.8,2.86,3.6,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
RO,DOM,98.69,28.45,0.76,2.64,3.5,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
RO,DOM,106.7,31.12,0.8,2.73,3.4,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
RO,DOM,112.28,32.78,0.83,2.83,3.4,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
RO,DOM,124.2,36.26,0.85,2.92,3.4,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
RO,DOM,145.56,41.71,0.89,3.1,3.5,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
RO,DOM,139.71,40.04,0.57,1.99,3.5,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
RO,DOM,155.6,44.92,0.84,2.91,3.5,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
RO,DOM,203.37,60.85,0.86,2.88,3.3,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
RO,DOM,200.94,61.02,1.0,3.3,3.3,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
RO,DOM,231.93,66.85,0.99,3.42,3.5,Ρουμανία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
SE,DOM,113.62,33.81,2.46,8.28,3.4,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
SE,DOM,127.56,36.3,2.77,9.73,3.5,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
SE,DOM,130.38,37.06,2.7,9.5,3.5,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
SE,DOM,374.58,99.58,3.05,11.46,3.8,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
SE,DOM,264.77,74.55,2.89,10.28,3.6,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
SE,DOM,290.71,81.69,2.95,10.51,3.6,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
SE,DOM,177.09,54.61,4.27,13.84,3.2,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
SE,DOM,218.82,64.91,4.41,14.87,3.4,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
SE,DOM,261.07,78.51,4.99,16.6,3.3,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
SE,DOM,402.07,126.46,5.0,15.91,3.2,Σουηδία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
SI,DOM,90.01,33.17,0.96,2.6,2.7,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
SI,DOM,91.62,34.25,0.93,2.5,2.7,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
SI,DOM,95.48,36.33,0.87,2.29,2.6,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
SI,DOM,104.18,35.15,0.7,2.09,3.0,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
SI,DOM,106.24,35.58,0.78,2.34,3.0,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
SI,DOM,104.28,38.17,0.83,2.27,2.7,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
SI,DOM,109.17,39.94,0.91,2.48,2.7,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
SI,DOM,117.01,41.62,0.76,2.14,2.8,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
SI,DOM,141.11,43.3,0.57,1.87,3.3,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
SI,DOM,173.45,61.61,1.45,4.07,2.8,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
SI,DOM,167.48,62.06,1.22,3.28,2.7,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
SI,DOM,161.56,65.23,1.53,3.8,2.5,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
SI,DOM,160.82,67.05,1.47,3.52,2.4,Σλοβενία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
SK,DOM,198.08,43.26,0.66,3.03,4.6,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2012-01-01
SK,DOM,122.54,33.46,0.71,2.6,3.7,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2013-01-01
SK,DOM,141.58,37.94,0.75,2.82,3.7,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2014-01-01
SK,DOM,131.7,34.07,0.87,3.38,3.9,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2015-01-01
SK,DOM,127.35,34.91,1.07,3.91,3.6,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2016-01-01
SK,DOM,141.92,41.11,1.14,3.92,3.5,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2017-01-01
SK,DOM,131.43,37.01,1.27,4.49,3.6,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2018-01-01
SK,DOM,151.36,40.55,1.4,5.24,3.7,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2019-01-01
SK,DOM,148.19,39.02,0.76,2.9,3.8,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2020-01-01
SK,DOM,148.85,42.45,0.83,2.92,3.5,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2021-01-01
SK,DOM,169.7,50.57,1.24,4.17,3.4,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2022-01-01
SK,DOM,200.74,56.76,1.3,4.6,3.5,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2023-01-01
SK,DOM,219.54,64.42,1.27,4.32,3.4,Σλοβακία,True,False,False,False,Υπόλοιπες,Εντός της χώρας,2024-01-01
AT,FOR,795.31,120.07,1.07,7.06,6.6,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2012-01-01
AT,FOR,892.12,132.08,1.01,6.82,6.8,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2013-01-01
AT,FOR,880.13,127.14,1.03,7.1,6.9,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2014-01-01
AT,FOR,869.48,126.02,1.01,6.95,6.9,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2015-01-01
AT,FOR,854.43,127.72,1.1,7.37,6.7,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2016-01-01
AT,FOR,903.78,131.29,1.11,7.63,6.9,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2017-01-01
AT,FOR,923.32,143.73,1.09,7.02,6.4,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2018-01-01
AT,FOR,957.59,144.29,1.13,7.53,6.6,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2019-01-01
AT,FOR,774.89,120.76,0.37,2.36,6.4,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2020-01-01
AT,FOR,885.4,130.66,0.73,4.97,6.8,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2021-01-01
AT,FOR,998.57,150.92,1.36,9.02,6.6,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2022-01-01
AT,FOR,1082.36,161.62,1.57,10.49,6.7,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2023-01-01
AT,FOR,1235.15,181.34,1.58,10.76,6.8,Αυστρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2024-01-01
BE,FOR,658.32,83.05,0.69,5.48,7.9,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2012-01-01
BE,FOR,777.91,93.41,0.86,7.18,8.3,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2013-01-01
BE,FOR,693.73,83.41,0.88,7.32,8.3,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2014-01-01
BE,FOR,683.82,81.6,0.86,7.24,8.4,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2015-01-01
BE,FOR,677.43,86.71,1.04,8.13,7.8,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2016-01-01
BE,FOR,632.36,82.99,0.97,7.37,7.6,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2017-01-01
BE,FOR,650.9,79.33,1.04,8.56,8.2,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2018-01-01
BE,FOR,684.36,86.76,1.13,8.89,7.9,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2019-01-01
BE,FOR,546.36,60.1,0.47,4.27,9.1,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2020-01-01
BE,FOR,641.21,63.58,0.59,5.92,10.1,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2021-01-01
BE,FOR,724.84,88.1,1.07,8.79,8.2,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2022-01-01
BE,FOR,786.26,92.1,1.13,9.67,8.5,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2023-01-01
BE,FOR,933.15,100.89,1.19,10.98,9.2,Βέλγιο,True,False,False,False,Υπόλοιπες,Εξωτερικό,2024-01-01
BG,FOR,341.03,41.0,0.06,0.48,8.3,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2012-01-01
BG,FOR,314.48,40.97,0.07,0.52,7.7,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2013-01-01
BG,FOR,311.59,45.1,0.08,0.55,6.9,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2014-01-01
BG,FOR,358.53,49.98,0.07,0.5,7.2,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2015-01-01
BG,FOR,362.3,53.88,0.08,0.53,6.7,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2016-01-01
BG,FOR,377.33,55.97,0.1,0.69,6.7,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2017-01-01
BG,FOR,338.05,49.11,0.13,0.9,6.9,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2018-01-01
BG,FOR,367.19,58.12,0.16,0.99,6.3,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2019-01-01
BG,FOR,438.28,51.59,0.03,0.23,8.5,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2020-01-01
BG,FOR,432.35,59.5,0.02,0.17,7.3,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2021-01-01
BG,FOR,553.74,88.62,0.13,0.78,6.2,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2022-01-01
BG,FOR,530.09,90.99,0.16,0.95,5.8,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2023-01-01
BG,FOR,593.3,112.06,0.2,1.08,5.3,Βουλγαρία,True,False,False,False,Υπόλοιπες,Εξωτερικό,2024-01-01
CY,FOR,610.03,50.63,1.1,13.21,12.0,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2012-01-01
CY,FOR,906.47,73.39,1.06,13.04,12.4,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2013-01-01
CY,FOR,907.01,70.17,1.16,15.0,12.9,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2014-01-01
CY,FOR,914.29,73.48,1.06,13.22,12.4,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2015-01-01
CY,FOR,978.58,82.89,1.18,13.9,11.8,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2016-01-01
CY,FOR,1041.23,92.7,1.29,14.53,11.2,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2017-01-01
CY,FOR,1004.74,109.78,1.34,12.3,9.2,Κύπρος,True,True,False,False,Υπόλοιπες,Εξωτερικό,2018-01-01
